review_description,rating
ممتاااز واكثر من ممتاز ، سرعه في التوصيل,1
تطبيق رائع جدا,1
خدمة التوصيل سيئة جدا والله ما يستاهل ولا نجمة طلبت من العبد اوردار جاتوه الدليفرى جايب الشنطة مائله دون ادنى مسئولية مما جعل الجاتوه اتلخبط على بعضه وتشويه المنظر تماما ولما رجعت للعبد قالولى مسلمينه سليم لطلبات وبعت فى التقرير لطلبات ما احد رد حتى ولو بكلمة اعتذار حسبى الله ونعم الوكيل وانا حذفت التطبيق ولن اتعامل معه ابدا مره ثانيه 👎👎👎,-1
رااع,1
حضرتك البرنامج مش راضي يحمل فضل وليس امر إصلاح المشكله كي نتمكن من استخدام البرنامج,-1
حبيت هذا التطبيق كثيرااا❤️,1
بينزل بس مش بيشتغل لية,-1
كثراة الاعلانات,-1
افضل برنمج,1
ما جربت للحين,1
👍 👍 👍 👍 👍,1
انا احب طلبات احسن من انو اطلب من مطعم ا,1
برنامج مفيد جداااا😇😇,1
Perfect program,1
التطبيق غير مفعل عندي للاسف ايه السبب وايضا حتي الان لا يعمل بالرغم من اني مسحته ونزلته اكتر من مره,-1
برنامج سيئ قام حجب حسابي بلا سبب وتوضيح السبب,-1
لا اريده,-1
Good one i love this food good i love it 😋 yummy,1
حلو وتوقيتهم حلو وتعاملهم برضو حلو,1
نعم مفيد جد,-1
ليه بتدخل البيانات كلها صحيحة ويقولي أنها غير صحيحة,-1
كويس بس مش بشحن من الفيزا ليه,0
تطبيق رائع لتوصيل إن لم يكون معك سياره وتريد اشياء كتيره يوفر عليك الوقت والجهد وشكرا,1
جيد ولاكن يحتاج تحديث الأحياء والمناطق و أسمائها,0
تجربة فاشلة,-1
بارك الله فيك,1
ليش ما يجي ولاية قريات,-1
لسه بجرب البرنامج أول ملاحظه: عدم تحويل الرصيد للشركات الأخري سئ جدا,1
حلو شريت من البيتزا العصريه بالنظيم حلوة جداا,1
تطبيق حلو وممتاز بس انا حطيت نجمه بكيفي😂😂😂😂,-1
التطبيق مفيد لدبس ساعات يتأخر بالتوصيل,0
Bad app,-1
لوسمحت اسم تطبيق السائق,1
"البرنامج حلو بس ساعات يطول بتوصيل الطلب ..وفي بعد أن في مطاعم مومتوفره حق 
بعض المناطق...",1
من سيء الى اكثر سوءا,-1
سئ جدا معاملة الكابتن,-1
روعة البرنامج وبالتوفيق,1
نزلت التطبيق ومفيش نت ينفع كدة اتخلونا انزل البرنامج ومش فية نت نصب يعني,1
الشغل عندى كله فينوس بس مفيش ولااوردر لحد دلوقتى Yasser shosha,1
مرررررررررة حلو,1
تطبيق حلو انصحكم عليه,1
حاوه,-1
مرا حلو يفك ازمات,1
برنامج تافه وسيء,-1
اشتريت اكثر من مره من البرنامج ... واعجبني ان الى الان لم يتاخر طلب عن الموعد المحدد ... فشكرا لكم,1
مدهش,1
هو التطبيق ده بديل عن we internet home,-1
خدمة رائعة ومريحة جداً وموفرة الوقت والمجهود والمال اسوء شيء هو أن الرحلة الفائتة يتم حسابها عليك .,1
برنامج فقير يحتاج اضافة خدمات كثيرة مثل الدفع الاونلاين و خدمة الماستر كارد الافتراضي و كثير من المميزات ارجوا التحديث واضافة المميزات وشكرا,-1
تطبيق كويس بيقدم عروض حلوه ومؤتمن,1
رائع جدا واتمنى تضيفو مطاعم زيادة وبس❤❤💋😗😗😗,1
مكان لبيع الشقق السكنية والأراضي القضاء في ارقي أماكن وبأسعار تناسب الكل,1
كان كويس الحين لا,-1
التاخر فى توصيل الطلبات _ وكثرة الخطا فى الطلبات وخدمة العملاء توعدنى بتغيير الطلب وتقوم بالغاءه وتتركنى انتظر اكثر من ساعه,-1
I lilke is taiabat,1
لسه بجرب,0
وايد حلو وسريع,1
رائعه ، وسريعه 👍,1
احلا من كده مفيش,1
الدليفري غالي قوي,-1
حاجه جميله جدا,1
التطبيق لايعمل بالشكل الصحيح,-1
برنامج ممتاز خاصه للمبتدئين مثلي 😛,1
نتبيثعابيياتتبسانغقصثفغثسسششبنفسشصغخثشس,1
اهاخلللخب,1
سرعه ودقه في الاختيارات والطلبات وتعامل راقي من الموظفين,1
سيطرة على الاجواء .. والمقلدون فاشلون,1
جميللللللل❤,1
🖤,1
ممتازة ممتازة,1
ماجربته😅😅😅😅 👑,0
الله المستعان دايم مايغطي منطقتي اجل ليش فاتحينه,-1
المناطق التي لا يتوفر فيها التوصيل هي منطقة كدرة و منطقة شوكة التابعات لإمارة رأس الخيمة في الامارات,0
جميل جدا        والي يقول خايس والله كذاب ممتاز وانا في المدينه المنوره,1
ماعلينا حق الكباتن شركة بتخزي انا كزبون صرت بفضل استخدم كريم بوكس,-1
تطبيق سيء جدا والخدمة سيء جداا لا انصح اي شخص باستخدمه,-1
ممتاز والله,1
"مرة جميل ويوصلو بسرعة ماصار مرة واجهت مشكلة افضل موقع لتوصيل الأكل ربي 
يوفقهم",1
ناجحه,1
تطبيق سيء جدا جدا جد,-1
مع اني ما بستخدموا بس عشان ظلمهم لموظفينهم مقاطع طلبات وابوطلبات ورح احذف التطبيق,-1
شركة محتاله,-1
ممتازا,1
جميل😋😋😋,1
التطبيق مش شغال ايه السبب,-1
موقع سيئ ما انصح حد فيه,-1
التطبيق ممتاز,1
تطبيق محترم وملتزم,1
ززفت,-1
التحديث الجديد ممل ولايعمل,0
جميل جدا و عملي,1
هذا افضل تطبيق,1
حلو وسعر توصيل لكل مناطق موحد,1
جميل جدآ,1
مره يجنن وسهلتم علينا الطلب,1
💛💛💛,1
للاسف مفيش عربي,-1
اصبحت عملية الطلب سهلة  سريعة وممتازة,1
انا في السعودية يا خبل حلو المشكله باسرع وقت قالي في العراق يحول,-1
ياريت بيصير في ميزت ارسال الموقع اما البرنامج كثير ممتاز,0
لوسمحت انا مش عارف اشغل التطبيق,1
خدمه ممتازه يشكرون عليها,1
ما في الى مطعمين بيتزاهت وكودو البرنامج دايم اسمع عنه واناظر اعلاناته بلتلفزيون وانه الطلب ياصل حار ومن اي مطعم ودك اياه بس البرنامج طلع وقته طويييل وبارد ولما ادخل مطاعم هندية مايطلع لي شي يقول لم يتم العثور على مطابخ ولما تحط على كل المطابخ يطلعلك بس بيتزاهت وكودو واذا كتبت اسم مطعم ثاني يقول لم يتم العثور على مطابخ انصح لاحد يحمله الاعلانات حقته كذب طلعت البرنامج 👎😝😝😝😡😡,-1
علي,1
تلتلميةبخثوثحثو,1
الموقع بالشكل القديم اكثر سهوله و الوصول إلى القوائم الداخليه للمطعم والرجاء اتباع قوانين وزارة التجاره مثلا بيتزا هت موجود بالمنطقه و التوصيل 500 فلس و المفروض اقل على حسب الجدول و القرارات الإدارية المصرح فيها . بشكل عام جيد و الله يوفقكم,0
رائع صار في الاردن,1
١٠٠%,1
لايريد الفتح ممكن حل المشكله,-1
تطبيق ولا أروع 👌,1
اطلب من مطعم يوصلني بعد ساعتين تأخير من موظف,-1
كل انا لسه منزله التطبيق جديد وكل ما احجز بيقولى ٢فرد بس,-1
تطبيق ممتاز🖤🖤🖤🖤🖤,1
اربع موظفين عندما تأخر الطلب ساعتين يقولون نفس الكلام ولايتابعون بالضبط متى يصل الطلب,-1
ابلكيشن،مالوش اى لازمه بصراحه,-1
يعني انا حملتو علشان توفير فجأة اشوف توصيل ١٥ جنيه و ادخل علي التوصيل المجاني تقولي علي لقل ١٠٠ جنيه انصح ان محتش يحملو,-1
مش عايز يفتح,1
التطبيق جيد جدأ,1
بصراحه ازعاج ومنافقين.,-1
انه جيد لاكن يتأخر بزياده عن اللزوم,0
عاوزه حد يتواصل معايا علشان الحسابين بتوعى مقفولين على موبايلى مع انى بستخدمهم من موبايل تانى بس عاوزه ارجع ااكتفهم تانى على تليفونى ياريت الرد والاهتمام,0
ممتازة ورائعة جدا. يعطيكم العافيه,1
فكره ممتازه جدا,1
موقع ذبالة,-1
Swvl is very good,1
ابلكيشن فاشل عمري ما طلبت منه و لما سجلت بياناتي بيقولي انت محظور,-1
اسوء application لا توجد مصداقية,-1
احلى برنامج صراحه انصحكم نزلو والله,1
ممتازة بصراحة,1
لسه يبغالو تطوير ما يرتقي لدرجة يسوو له اعلان فالتلفزيون 😑,-1
روعه ويوفر الوقت,1
حلو بس احيانن في لخبطه ونسيان بس عادي عشان عندهم ضغوط الطلبات 😊,1
والله ممتاز ماتوقعت مطعم يجي للبيت حملوه هالبرنامج,1
"برنامج حلو بس في بعض المطاعم مبالغة في سعر الطلب والتوصيل وفي بعض المطاعم 
لا تهتم بالتوصيل ولا النظافة ياريت تهتمو بالهشي وان شاء الله بيكون برنامج 
حلو",-1
جميييل وأكثر من رائع,1
جزيل الشكر,1
وايد حلوو وسهل للاستعمال,1
عذري,1
سيء الطلب يتأخر جداااااا ولاتعرف وين وصل حتى,-1
كثيرررررر,1
الرجاء تفاصيل الغاء الحجز او تغير ميعاد الحجز او خط سير الحجز,0
مافيش عربي ؟,-1
ووروووووووووووووووووا,1
زبالة ومشاكل تقنية كتيرة,-1
فاجر اوى,1
ممتاز جدا,1
"لا تصدقوا عروض الخصم، في البداية ٣٠% ووقت الشراء بحد اقصى ٣٠ ربال، وبعد الشراء ما في خصم اصلا، مستحيل يكون الأمر حصل بحسن نية. Awful management to customer complaints, use it only if you have to.",-1
تطبيق سئ جدا منو راضى يفتح سئ سئ سئ,-1
أفضل تطبيق توصيل الطلبات ب العالم,1
يعني ايه لميعثر العثور على مطا عم,-1
ماكدونالدز دايم مشغول وش الفائدة أنا حملت البرنامج عشانه,1
جميل جدا انصحكم بتحميله,1
خدمه عملاء سيئه جدا جدا جدا,-1
بجنننننم,1
جيد التطبيق في المواعيد,1
يحتاج الى زيادة المطاعم,1
It's a very good,1
حلووووو مره,1
هو انا كتبت كلمة السر والرقم بس هو يقول رقم الهاتف أو الباسورد غير صحيح,-1
وحش جدا وانا شيلته من عندي لا انصح بيه,-1
رءع,1
رائع ومفيد جدا اشكركم,1
احب التطبيق لانه سهل ويوفر وقت وفي ما الذ وطاب,1
جميل وشكرا,1
ممتازه أكثر من رائعه,1
مواعيد زفت وغرامات عالفاضى وصعوبة الاتصال بالكابتن يعنى حاجة مقرفة,-1
تطبيق ممتاز و ناجح بنسبه ١٠٠٪,1
حسن در,1
عايز اسافر من الجيزه لدمياط الجديده و مش عاف استخدمه,1
جميلة جدا,1
شباب كيف اشغله ليقولي حل,-1
تطبيق وحش وكدابين اوي,-1
احسن برنامج لطلب الطعام,1
شكرا لخدمتكم الطيبه و الفضيله ١,1
هو حلو لكن ينفع لطلبات اللي تكون مجموعة اشخاص يعني لو يقلولوا الحد الادنى افضل,-1
ممتاز افضل تطبيق,1
Very good Talabat app happy day,1
اجمل برنامج 😂,1
اروعه,1
اول كان كويس هسا كلشي عليه ضريبة كلشي صار غالي الاكل بارد,-1
نقتبن,1
في أحد جرب  البرنامج؟,1
التطبيق مش بيفتح اصلا طلب تحديث وانا بحمله وحدث وبرده ماشتعلش,-1
ممتاز جدا وصرت ما استغني عنه,1
انصكم فيه,1
احب الموقع واااايد .. عجييب,1
ممتاز في كل المهن,1
برنامج رائع لا يفوتكم,1
مره لاااااا ليش كذا؟! انا منطقتي فيها اكثر من مطعم يوصل لكن بالتطبيق يطلع لي مطعم او مطعمين بالكثير!!!؟ عدلوها لو سمحتو,-1
اهمال,-1
اعجبني جدا واستخدمه كلما اجوع,1
★♡♡,1
جميل وسريع بالتوصيل,1
تطبيق جيد جدا،,1
چدا,1
تطبيق زبااااااااااالة بعد التحديث الجديد النهاردة وانا بحاول ادخل مش قابل ونزلت التطبيق اكتر من 50 مرة بعد ما كلمت موظفين خدمة العملاء كلهم وبردو مش نافع يفتح,-1
Good,1
خدمات رأعة,1
فاااشل  واسعاره مرتفعه,-1
مشكلات كثيرة في التطبيق,-1
اجربه,1
جمييييل ويفك ازمات 😁.. بس فيه شويه عدم مصداقيه فالتقييم,1
جمييييييييل جداااااااا وسهل,1
زفت بس زين,1
طلبت طلب ب ١١٠ عشان اقدر افعل كود الخصم TALABAT50 لأول طلبية زى ما اعلانكم بيقول عشان اتفاجئ بأن السعر متعملوش خصم و لازم ادفع المبلغ كامل حركة مش لطيفة اطلاقا و دى اخر مرة هستخدم فيها الخدمة دى و شكرا,1
اطلب من كنتاكي وساعتين انتظر الطلب واخرتها يقولي ما اوصل لبيتكم قولي لاحد يقابلني عند المقيات! انا لو عندي احد يشتري لي طلبت منكم والمشكلة مابيينا وبين الميقات غير لفه,-1
برنامج زفت و الطريقه المعامله مفيهاش اي احترام +ان البرنامج بيحجز لوحدو اساسا و انا مسحت البرنامج و ومش هستخدمو تاني غير ان حتي خدمه العملاء مش بيساعدو حد حقيقي تجربه swvl تجربه فاشله و منصحش كد ينزلو,-1
المنقذ في الاوقات الصعبه ♥️♥️,1
ما شاء الله خدمه ممتازه وعن تجربه وأنصح بها الجميع,1
وضعكم جدا صعب يجب اختيار طاقم العمل لديكم بعناية بعيد عن الواسطه والمعرفه لانه طاقم عمل من جنسية واحده واكثرهم ليس لديهم اي فكره عن خدمة العملاء,-1
ليه مافيه طريق السوده,-1
ممتاز جداً وأنجح من غيره كتييير,1
انا طلعلي كوبون بقيمة دينار لانو صار خطأ ب طلبي رجعت اطلب التغى الطلب والتغى الكوبون وانا موطالب لسا,-1
ماي وصلون حد بيتنا,-1
برنامج مميز وأود العمل به مندوب توصيل طلبات كيف استطيع العمل به وشكرا,1
برنامج موثوق و وصلوا الكل قبل الوقت 👍,1
والله روعه يستحق عشره نجوم ✋✋,1
جميل جدا التطبيق وخيارات اكثر من التطبيقات الثانيه,1
السلام عليكم كنت عايز أضيف مطعم وعايز اتواصل معا الاداره,-1
اسباب كتيره منها خدمه التوصيل غاليه اوردرات بتيجي فيها اخطاء كتير ووقت ما اكلم خدمه العملاء او المكان اللي طالب منه مبيحصلش اي حاجه جديده وبضطر اقبل بالوضع !!,-1
تطبيق ممتاز بس في مشكلة ف الاسعار أماكن قريبة أسعارها عاليا وأماكن بعيدة أسعارها ارخص ممكن نعرف السبب,1
برنامج جميل جدا الطلبات وخدمة سريعة وفعله 👌🏻,1
ممتاز مافيه كلام,1
الاحساء,1
شو حلو,1
خورافي وخوربافي,1
رائع وسهل الاستخدام,1
افضل شركة توصيل 👌💯,1
ممتازة وسريعة,1
رووعه♥,1
ولو الطلاب تجي في الوقت,1
المدينه :جيزان  لاكن المنطقه مافي صبيا,1
اتمنا ان تبعدون الحد الأدنا لي انني لا املك مال كثير لكي اطلب انا افترض يكون الحد الادنا 10 ريال فقط وشكر..,-1
اهلا وسهلا بكم رمضان كريم,1
أنصح الجميع بعدم حفظ أو إدخال بطاقاتهم حيث أن قاعدة بياناتهم سيئة جداً ولايوجد عليها أي حماية تمت عملية شراء على بطاقتي من تطبيقهم في دولة الإمارات وأنا في السعودية بعدها بفتره بسيطه بدأت عمليات شراء مختلفه من عدة مواقع لكن الحمد لله تم إيقاف البطاقة في الوقت المناسب ولم يتم سحب أي مبلغ لعدم توفر رصيد في حينه,-1
خففوا دعايات وقت الطلب‼️‼️.... واذيتوني بتغيييير اللغه...يوميا ٣ او ٤ مرات تغيرون لغتي.... ‼️‼️. ‼️‼️‼️‼️,-1
البرنامج الرائع وحلوه,1
لا يوصل الا اي مكان حسب ما يقولون,-1
ما بيوصل برا عمان ياريت لو بيوصل لجرش,0
فاشل كل مره يطلعني واسعار التوصيل ناارر اغلى من الطلب,-1
الموقع رهيب,1
ابليكشن كل تكه فيه ب اعلان يقرف زيكم جتكوا القرف,-1
شكرآ جزيلآ,1
شي جميل لكن ببريده مابه الا هارديز وكنتاكي  !!,1
الدعم الفني ضعيف ولي ساعتين أنتظر الطلب وتم إلغائه من المطعم,-1
البرنامج مش شغال,-1
وإلى مة تستحون كذابين ليش مين فتح البرنامج,-1
الحين انا احاول أفتح التطبيق ماقام يفتح انا كنت منزلته من زمان رحت حذفته عشان ابيه يشتغل ماقام يشتغل شنو هذا عاد,-1
التطبيق جميل جدا وانا احب اغنية طلبات طلبات طلبات طلبات طلبات طلبات طلبات طلبات طلبات طلبات طلبات طلبات طلباااااااااات طلبات طلبات تفطر في النادي اطلب طلبات تتسحر عادي اطلب طلبات لو عزت زبادي اطلب طلبات رمضااااااااان محتاج طلبات 😅🤣,1
لا يجود توصيل لبعض المطاعم,0
بجننن,1
مو عاجبني,-1
ممتازة,1
شي ممتاز لكن نحتاج لبعض الدقه في بعض التفاصيل لوضع العنوان,1
البرنامج كل يوم يصير اسوأ من قبله. الحين سكرو التواصل مع الزباين مايبون الزبون يتواصل معاهم والتأخير دايم بكل المطاعم. برنامج مايعرف يتصرف مع المشاركين بالموقع مايستحق التنزيل وهذا ديليت,-1
جميل جدا وكلمه شكرا قليله بقكم,1
طيب نفس السعر,1
الصراحة المطاعم مرة تتاخر,0
فنان وااايد بس لو يكون التوصيل مجاني احسن😂😂😂😂,1
بستاهل,1
بعتو لكل الاردن قسائم ورصيد الا انا,-1
ررررااائع,1
اذا مدحنا لاتخربووون,1
بس لو اعرف ايش هي كلمه المرور إذا بدكم اسمي هيلا وإذا بدكم حسابي عل يوتيوب(هيلا شمر),1
البرنامج  حقير انا طلبت بيك قلي 39 ريال التوصيل  ويوم طلبت أكثر زاد سعر التوصيل برغم بيتي قريب من البيك,-1
بيض بصراحه,-1
اول مره اطلب لايوجد مصداقية اقسم بالله هذا الي حصل معي يقول جوالك مغلق ولا تتصل فيهم يغلقو التفلون فاشل الى ابعد حد احذف,-1
فاااااااااشل في السعودية اهم المطاعم غير موجودة,-1
رفع حظر المواقع,1
اقوى شي طلبات,1
مافيه كل المطاعم,0
مبيشتغلش معايا ومسحته ونزلته تاني.,-1
شكراً طلبات,1
نصابين ووسخين وبدل ما يحلوا المشكله عملولي حظر,-1
برنامج ممتاز مريح,1
بيظهر ليس ليك انترنت مع ان النت شغال عادي,-1
لاتعليق بس عوافي علا الجميع,1
ص2ضضلبر11صض١ص,-1
طارق الحوت,1
كس,1
أسوأ تضبيق,-1
البرنامج رايع,1
♥♡♥♡♥♡》♥+♡=واااااااااااااااااااااااااااااااااو,1
مش راضى ينزل ليه,1
أسوء تجربه ممكن أمر فيها بتاريخ حياتي,-1
انا نزلته وشغلته 100.100بس فين الباقة الهدية معرفش,1
كل المطاعم مغلقة ف ولاية السويق,-1
احسن. برنامج لتوصيل الطلبيات 😭💜💜💜✋,-1
تطبيق روعه انا خارج الكويت واطلب لعيالي وادفع لهم واهم ياكلون بالعافيه شكرا لكم تطبيق سريع ما يعلق وخيارات تفر الراس فر,1
الفائده من البرنامج انه في مطاعم كثير مع قائمة المأكولات لكل مطعم .. و تعرف اذا المطعم مقفل وله فاتح هذه الفايده من خدمة طلبات,1
روُوُوُعَ,1
ازبل تطبيق تأخير عن الوقت والاكل ناشف بصراحه اول مره وآخر مره بستعمله,-1
حذف,-1
اتمنى زيادة مطاعم,1
انا في مكه المكرمه موجوده المدينه هاذي بس الحي حقنا مو موجود اسمه العسيله منتو حطينه ارجو انكم تحطو الحي هاذا,-1
جميل جدا وخدمه التوصيل سريعه,0
مره حلو البرنامج حملوه😘😘,1
رائع جداا,1
مرتاح,1
شركة راية فاشله اكثر من شهر فى انتظار طلبى وخدمه الشكاوى بترد وتقول بنعمل تحديثات 45 يوم بتعملو تحديث لايوجد مصدقيه انصح بعدم الشراء من راية الفاشلة,-1
حاولت انزل الابلكيشن عندي لقيت فيه صعوبه في التحميل,1
صبيا لازم يكون فيها هاذا البرنامج,-1
تطبيق ولا اروع بس يا ريت تركزو انو المطاعم بغلي السعر وبتعمل عروض,1
ارجو أن تحملوها وشكراً لكم,1
بس ينزل,1
روووعه شكراااا لكم,1
جيد جداااااااااااااا,1
برنامج حلو وسريع,1
كيف انكسل الطلب,1
تاخر شوي بس والباقي ممتاز,1
اني حبيت التطبيق بس المشكلة بلدي ماكو 😞😔😔 وبلدي العراق 😢😢,1
تطبيق جدااا رائع..,1
تطبيق ممتاز.. ولكن لا يشمل التوصيل بعض الشوارع رغم أنها في نفس المنطقة,0
خراا,-1
تجربتي مع سويفل بصراحة رائعة باص نظيف و كابتن محترم و مواعيد مظبوطة,1
يستاهل اكثررررررر,1
اللتا,1
لأن اتوصيل سريع وحدد مكان الساءق,1
تطبيق سيء جدا تأخير الطلبات مبالغ فيه جدا,-1
دول بيضحكو علي الناس فتحتو جيه يقولي انت لست متصل بالانترنت وانا متصلة بالنت فا لا انصح حد ينزلو لا يستاهل نص نجمة حتى,-1
ليه ميجبو منطقة ابوعريش,-1
بتعملو إعلانات ف كل حتة لحد مالواحد زهق ولما جيت انزل البرنامج يقولي التوصيل غير متاح لهذه المنطقة ياخي بلا قرف,-1
بعض الأماكن غير موجود,-1
كثير العلانات على فاضي طورو حالكم,-1
برنامج حلو جدا بس الخايس فيه انه ندفع فلوس التوصيل,1
جميل جدا جدا جدا والله الطلب ياجي بسرعه وايد,1
تجربة سيئة,-1
سيء جدا و في مرا طلبت عصير و جاني مقطوع بعدين رجعت طلبت عطيتهم العصير المقطوع و قلت ما راح ادفع قال الازم قلت كيف لازم و هو مقطوع قال مو انا الي عطيتك العصير قلت قطيت عليه العصير بس رجعه ب وقاحه,-1
يجنن أنصح بتنزيله,1
برنامج اروع ما يكون,1
تجربه فاشله محتاج شوية محاولات علشان بس تسجل وبعدين ده زى الميكروباص يعنى نقل جماعي والاسعار كالعاده عاليه وله مكان للتجمع يعنى مش خاص ولا هيجيلك مكانك يعنى محتاج تتحرك الى مكان التجمع انا اعتبرها فكره فاشلة ايه اللى يجبرنى على كل التعب ده انا اروح الموقف العام واركب الميكروباص وادفع ربع الاجره دى واوصل لنفس المكان,-1
برنامج رائع ويوفر الوقت لتنفيذ الطلبات,1
ما شاء الله تطبيق ممتاز وصادق وانصح الجميع بتحميله ومتميز بسرعة التوصيل ورخص الثمن وانطيه 1000 نجمة ❤️❤️❤️🙏,1
Best application,1
الفكره حلوه تستحق التجربه بالتوافيق,1
السلام عليكم بس ممكن خدمة انا من سلطنة عمان وفي ولاية السويق بس في البرنامج لا تظهر ولاية السويق,0
تقتتثنمحكصحجحض .,-1
التطبيق بيعلق عند اضافه صوره شخصيه + ناقصه حاجات كتير,-1
Nbiii Fridaays♡.♡!!!!,1
سعيد جدا.اول رحله ليا,1
so good🤗,1
واكثر شي عجبني تحدد الوقت اللي تبي يوصلون لك الطلب فيه .. بعد 4 او 5 او 10 ساعات او بنفس وقت الطلب .,1
زباله زباله تطبيق بيستغل الخصم و يقولك خصم 50 جنيه و تيجي تطلب مفيش اي خصم مجرد انك تحمل التطبيق بس مش اكتر,-1
جميل تقدر تاخذ راحتك حتا وانت في العمل,1
تطبيق رائع👍👍👍,1
جيد وافضل من هنقرستيشن,1
لا يوجد توصيل في المنطقه التي اسكن فيها ارجو توفير التوصيل لمختلف الاماكن.,-1
ممتاز وصل قبل ميعاده بدقيقتين,1
من اسوء التطبيقات سوف اقوم بحذفه نهائيا 👎,-1
أقسم بالله النجمة حتي خسارة فيكم مشغلين عندهم سواقين نصابين قعدت ع البحر ف العصافرة اكتر من ساعة وف الاخر السواق اتصلت بيه بيقولي انا استنيتك ورنيت عليك وعديتك خلاص المهم قولتله شكرا وقفلت معاه وطلبت أوبر وروحت العجمي بعد ما وصلت لقيت اشعار بيقولى ايه رأيك ف الرحلة وبعدها بنص ساعة اشعار تاني بيقول انى علية ٧٢ جنيه مدفعتهمش وعايزين يخصموهم كمان .. يعني ياريتهم مش مسيطرين وادارتهم فاشلة ومش عارفين يتعاملوا مع سواقينهم بس لا دول كمان نصابين السواقين الاتنين واحد اسمه فيكتور ثروت والتاني محمد خميس,-1
افضل موقع لطلب الاكل,1
طلب يصل بعد ساعتين الا خمس دقائق وعند التواصل عبر المحادثة المباشرة اولا يخبرني بان الطلب تم توصيله وعند اخباره بانه لم يتم توصيله يخبرني مرة اخرى انه في الطريق كل هذا بعد ساعة ونصف ومن ثم ٢٥ دقيقة اخرى ليصل الطلب باردا. لا انصح به ابدا ورقم طلبي كان ٣٦٢٧٥٧٧٢,-1
بيقول لي بيقول لي في التطبيق تم ايقاف طلبات يعني ايه ولماذا,1
تجربة سيئة وعروض الخصومات وهمية ولم تطبق معى سوى مرة رغم ان العرض ٣ اوردرات ومسئولي التطبيق لا يجدون اي حا,-1
تطبيق وفر علينا وايد اشياء😍,1
صراحة  عجبني طلبت واجاني الطلب بعد ساعة لأن  عزبني بس شوي لبين مادليتو ع البيت,1
للاسف لا توجد مطاعم كثيره فقط كنتاكي و بيتزا ان,-1
الخدمة بطيئة جدا وفي زبون بستنى وبضيع وقتو على حساب زبون ثاني صراحة انا رح أحذفو واوقف التعامل معو للعلم الي طالب الطلب ساعتين وللآن ماوصل الطلب,-1
تطبيق رائع ولكن يجب توحيد تكلفة التوصيل,1
ارجو الحفاظ علي نفس المستوي والارتقاء الي الافضل,1
تطبيق غبي ولا يمكن فيه تطبيق بالعالم مثله! المطعم بالحي المجاور لكن تطلع رسالة هذا الحي خارج الخدمة! وكأن موصلي الطلبات يجيبونها مشي مب بالسيارة! يعني اما تاخذ من نفس الحي او ما نخدمك!,-1
ليش العراق ماكو 😭😭😭,-1
يجب تسريع توصيل,1
"وانا جربت من باتاتيلو كافيه ,, في الموقع عاطني اسعار ويوم وصلتني الطلبيه يايبين لي اسعار ثانيه",-1
جيد جدا بس شوي يتأخر,1
تجربه فاشله ابلكيشن فاااااااااتشل وبرومو علي الفاضي ولا يفيد بشى غير انه بيجبرني علي المطاعم الموجوده وبس ولا خصم ولا بطيخ,-1
لم ينزل خصم 75 جنيه ،,-1
اقسم بالله شركه زبااااااااااله وكل لم افتح التطبيق يقولى هذا الحساب ينتمى لى هاتف تانى الغى تثبيت التطبيق ونزيله تانى عملت كده اكتر من ١٠ مرات وهو هو نفس الكلام دا انت خساره فيكم النجمه اصلا 😡,-1
تطبيق رائع جداً 👍👍👍👍👍,0
خدمة ممتازة والباصات ممتازة والكابتن ممتاز,1
بطيء,-1
كهف,-1
جحظمط,1
يتاخر في التوصيل,0
1st ضظدطط,1
خدمه ممتازه وتجربه رائعة,1
روعه شكرإ الكم,1
شكر لكم من كول التحي ومزل التحي مفضل وعلم اءحترم وشكرن لكم واءن فى خدميت شعب مصير الغالى وخدميت كول العلم,1
مره حلوو,1
طيب ليش مافي منطقه وادي الدواسر ياخي في عندنا مطاعم الوجبات السريعة مثل هرفي وكودو وهبي وكثير ياليت تحسنو البرنامج وحطو وادي الدواسر,-1
احلا واحسن تطبيق. يستحق التنزيل شكرا لكم,1
السلام عليكم اتمنى ان اكون مندوب في التوصيل ما هي الطريقة ؟,1
حده نايس,1
🌟🌟🌟🌟🌟🌟🌟,1
ممتاز جدا وخاصة الظهر الحرارة مرتفعة وزحمة,1
مو راضي يفتح للاسف ماقدرت اقيمه الا على واحد من ميه,-1
برنامج 👎🏻,-1
مش قابل ينزل عندي شو السبب,1
مش عارف أسجل دخولي فيwe by ورقمي015,-1
"تطبيق سيء جدااا لا يوجد به اي سيارات متوفره.. طلب اكثر من مرة و في اكثر من مكان و علي عدد ايام متتاليه و لم اجد اي سيرات فعلا تطبيق سيء و لا انصح احد بتحميلة
",-1
تطبيق سيء انصحه بحذفه,-1
يوفر وقت,1
كتير على البرنامج نجمه 1 زباله زباله,-1
حريقه🖒,1
🤤🤤😯😯😯رائع ممتاز جدا هذا التطبيق,1
انا عطيتكم نجمه لأجل التعليق قبل كل شيء السلام عليكم ثانيا:هناك مطاعم قريبة مثل ماكدونالدز انه قريب جدا و هذا يخيب ظني كل أصدقائي اقول لهم ان هذا التطبيق جميل جدا و ممتاز و لكن ... نعم هذا ما حصل ثالثاً:ارجو التعديل             شكرا على اهتمامكم,-1
سيء جدا بعد الاختيار بعطي لا يمكن تنفيذ الطلب جربت اكثر من خمس مطاعم و حلويات تطبيق سيء,-1
